"User_ID","Gender","Age","Marital_Status","Purchase"
1001150,"F","26-35","single",5872
1004312,"M","26-35","married",11830
1001958,"F","26-35","single",8334
1003717,"M","36-45","single",5242
1000785,"M","18-25","single",3976
1000881,"M","18-25","single",8036
1005704,"F","18-25","single",8857
1004345,"F","26-35","single",10069
1000230,"M","46-50","single",9999
1003892,"M","26-35","single",4428
1001793,"M","26-35","single",12126
1003261,"M","46-50","married",3530
1004344,"M","26-35","single",9942
1004386,"M","26-35","single",7937
1004205,"F","26-35","single",23328
1005256,"M","26-35","married",16948
1004704,"M","18-25","single",10987
1001077,"M","26-35","single",19169
1005783,"F","46-50","married",5963
1000774,"M","18-25","single",741
1002859,"M","18-25","single",9711
1002497,"F","51-55","married",7023
1002840,"M","26-35","married",15661
1001096,"M","0-17","single",5311
1004830,"M","0-17","single",19581
1005210,"F","36-45","single",15619
1004946,"F","36-45","single",5263
1001803,"M","26-35","single",11066
1000518,"F","36-45","single",5226
1003807,"F","36-45","single",19004
1002355,"F","46-50","married",5156
1000123,"M","36-45","married",5205
1003250,"M","26-35","married",19066
1002383,"F","26-35","single",6954
1001322,"M","55+","single",7158
1001160,"M","18-25","single",4309
1000996,"M","26-35","married",16470
1005001,"F","26-35","single",5865
1004785,"F","26-35","married",8093
1001632,"M","26-35","single",582
1005950,"M","26-35","married",4428
1000748,"M","26-35","single",19494
1003515,"M","36-45","single",6125
1003423,"M","26-35","single",11694
1004579,"F","18-25","married",11501
1003447,"M","26-35","single",8122
1001709,"M","26-35","married",8647
1002181,"M","26-35","married",3691
1005649,"F","18-25","single",1893
1003108,"M","51-55","married",7955
1001448,"F","26-35","single",16842
1000899,"F","26-35","married",6942
1000549,"M","26-35","single",19249
1005959,"F","18-25","married",7054
1002953,"M","26-35","married",7932
1005054,"M","36-45","single",6144
1004514,"M","18-25","married",19613
1000761,"M","18-25","single",19385
1003012,"M","26-35","married",19575
1001632,"M","26-35","single",6000
1005759,"F","26-35","single",7138
1003055,"F","26-35","married",16512
1003865,"F","0-17","single",5287
1003085,"M","26-35","single",19154
1005397,"M","18-25","married",1798
1003931,"M","26-35","single",11645
1003571,"M","18-25","single",12214
1000137,"F","46-50","married",19232
1004054,"M","36-45","single",19497
1000450,"M","46-50","married",7009
1003312,"F","18-25","single",3516
1004386,"M","26-35","single",11831
1000889,"M","46-50","single",3504
1001980,"M","36-45","single",9890
1002348,"M","51-55","married",9759
1005744,"F","26-35","single",7972
1004445,"M","26-35","single",10857
1000416,"M","46-50","married",6155
1003679,"M","26-35","single",4104
1003032,"M","26-35","married",19643
1003257,"M","26-35","single",19033
1000352,"M","18-25","single",19695
1003119,"M","46-50","married",11745
1003610,"M","18-25","single",373
1004204,"M","36-45","single",5988
1002969,"M","26-35","married",7875
1002054,"M","26-35","single",13550
1001447,"M","18-25","single",6602
1004765,"F","36-45","married",10059
1001274,"M","46-50","married",9908
1000949,"M","51-55","married",19664
1004080,"M","36-45","single",9885
1000746,"F","18-25","single",8274
1001194,"F","26-35","married",7840
1001609,"F","36-45","single",5295
1005303,"F","55+","married",9799
1001609,"F","36-45","single",6877
1002054,"M","26-35","single",6996
1000293,"M","55+","married",8020
1003825,"M","18-25","single",3754
1002751,"F","26-35","married",5402
1003201,"M","46-50","married",8023
1001586,"M","46-50","married",13313
1002158,"M","26-35","married",8134
1003759,"M","36-45","single",7175
1004285,"M","36-45","single",11495
1004633,"M","0-17","single",15328
1001360,"M","26-35","married",11512
1003476,"M","51-55","married",3460
1001891,"M","46-50","married",19057
1004732,"M","26-35","married",8100
1000861,"M","26-35","single",5188
1003308,"F","18-25","married",8147
1003026,"F","18-25","single",7104
1002840,"M","26-35","married",11550
1004272,"M","46-50","single",5398
1002109,"M","26-35","single",6917
1002620,"M","18-25","single",19530
1002993,"M","18-25","married",19591
1003158,"M","26-35","single",6127
1004086,"F","0-17","single",13512
1004035,"M","18-25","married",15748
1001288,"F","36-45","single",5239
1005359,"M","18-25","single",19010
1004186,"M","26-35","married",10733
1004280,"M","36-45","single",3640
1006021,"M","26-35","married",5832
1000148,"M","51-55","married",8624
1005643,"F","36-45","married",12917
1003087,"F","0-17","single",3947
1000222,"M","26-35","single",8597
1002774,"M","26-35","single",5984
1001851,"M","26-35","married",6045
1005878,"F","26-35","married",1843
1001117,"M","18-25","single",8040
1003380,"M","51-55","married",8046
1000985,"M","26-35","single",19542
1005857,"F","46-50","single",4101
1000010,"F","36-45","married",8854
1000015,"M","26-35","single",11502
1001912,"M","26-35","married",5172
1003929,"M","26-35","married",9695
1002778,"M","55+","single",8701
1003576,"M","51-55","married",15707
1000169,"M","26-35","single",1460
1001937,"M","26-35","single",1046
1002602,"M","46-50","single",7866
1002537,"M","36-45","single",16550
1005631,"M","36-45","single",6921
1002376,"M","26-35","single",7894
1003766,"F","18-25","single",5340
1001311,"M","18-25","single",9950
1004189,"M","36-45","married",18831
1002544,"M","46-50","single",16849
1005100,"M","51-55","married",9970
1000116,"M","26-35","married",7007
1000515,"M","26-35","married",5189
1004430,"F","26-35","single",8048
1001259,"M","36-45","married",8729
1002378,"M","26-35","married",7033
1001778,"M","18-25","single",5940
1004049,"M","46-50","married",6063
1005501,"M","26-35","single",8672
1001733,"M","18-25","married",18447
1000035,"M","46-50","married",14951
1005338,"M","26-35","single",15790
1003735,"M","26-35","single",5330
1005996,"F","26-35","married",19685
1001451,"M","36-45","single",7833
1003219,"F","18-25","single",7019
1002892,"M","26-35","single",15782
1003320,"M","26-35","married",745
1004153,"M","51-55","married",15640
1001181,"M","36-45","married",3609
1004964,"M","36-45","married",15463
1002304,"M","46-50","married",15394
1000770,"M","18-25","married",8332
1003685,"M","26-35","married",4123
1000331,"M","26-35","single",8097
1004238,"M","36-45","single",19535
1003401,"M","36-45","single",3468
1003526,"M","36-45","married",765
1002825,"F","26-35","married",15496
1002968,"F","18-25","single",9898
1004966,"M","51-55","married",11560
1005522,"M","26-35","single",18959
1001611,"M","26-35","single",7991
1000611,"M","36-45","single",16728
1005767,"M","26-35","single",5367
1001941,"M","36-45","single",15954
1001949,"M","18-25","single",16356
1002256,"F","46-50","single",19113
1002117,"M","55+","single",8819
1003576,"M","51-55","married",14048
1001206,"F","51-55","married",19594
1002088,"M","51-55","married",15341
1000822,"F","26-35","married",7130
1004103,"M","18-25","single",2176
1001857,"M","0-17","single",8371
1005021,"M","51-55","married",15739
1001347,"F","18-25","single",6078
1001624,"M","26-35","married",7917
1002507,"M","26-35","married",5369
1004915,"M","26-35","married",5340
1004048,"F","36-45","single",2120
1002232,"M","26-35","married",19179
1000673,"M","26-35","single",11432
1003737,"M","26-35","single",8222
1005249,"F","46-50","married",7192
1003371,"M","26-35","single",8129
1004897,"M","36-45","single",13695
1004808,"M","36-45","married",19420
1001980,"M","36-45","single",7840
1001195,"F","0-17","single",4695
1004447,"M","46-50","married",5327
1003589,"F","46-50","married",5465
1000508,"M","26-35","single",15880
1002919,"M","18-25","single",9770
1003013,"M","46-50","married",11705
1004078,"M","26-35","single",5364
1000023,"M","36-45","married",11017
1000498,"M","36-45","single",5252
1005371,"M","26-35","single",754
1005553,"M","36-45","single",7969
1000583,"F","26-35","single",8565
1001433,"F","18-25","single",19622
1005367,"M","18-25","single",7916
1004032,"M","26-35","single",19285
1003401,"M","36-45","single",12519
1003134,"M","18-25","married",23928
1001112,"M","18-25","single",7731
1001613,"M","18-25","single",7109
1004643,"M","26-35","single",5168
1000096,"F","26-35","married",16055
1003180,"M","26-35","single",3701
1002271,"M","51-55","single",12395
1001447,"M","18-25","single",1961
1005511,"M","46-50","married",5450
1000169,"M","26-35","single",6914
1001733,"M","18-25","married",16737
1000216,"M","46-50","single",6917
1004899,"M","26-35","married",13184
1000737,"M","0-17","single",15695
1005721,"M","46-50","single",5214
1003909,"M","18-25","single",13635
1001088,"F","0-17","single",8131
1004362,"M","26-35","single",6092
1005512,"F","26-35","married",5466
1001387,"F","51-55","married",7105
1000073,"M","18-25","single",11491
1001685,"M","36-45","single",6963
1001268,"M","51-55","married",8657
1000245,"M","36-45","single",5407
1002303,"M","51-55","married",6977
1005645,"M","26-35","single",5420
1003462,"F","26-35","single",7167
1004345,"F","26-35","single",8024
1000131,"M","18-25","single",7829
1001893,"F","36-45","single",6115
1004610,"F","26-35","single",9937
1002181,"M","26-35","married",8031
1001289,"M","46-50","single",19708
1001904,"M","18-25","single",12076
1004732,"M","26-35","married",11372
1001470,"M","18-25","married",7956
1004802,"M","55+","married",23360
1000839,"M","26-35","single",7960
1003509,"M","18-25","single",10904
1003483,"F","46-50","married",7017
1002073,"F","18-25","single",9883
1001236,"F","26-35","single",15419
1004260,"M","26-35","married",8832
1005047,"M","46-50","single",15552
1003331,"F","26-35","single",5431
1002876,"M","26-35","married",11374
1005205,"M","26-35","married",19150
1005333,"F","26-35","single",5927
1001077,"M","26-35","single",16734
1001969,"F","26-35","single",12223
1002851,"F","26-35","married",5409
1000223,"M","26-35","single",3677
1004411,"M","18-25","single",7194
1003770,"F","36-45","married",15666
1000533,"M","26-35","single",4254
1002340,"M","36-45","single",23454
1000337,"M","18-25","single",3756
1003327,"M","18-25","single",7002
1004647,"M","36-45","married",16248
1001980,"M","36-45","single",7903
1005329,"F","26-35","single",20427
1005701,"M","26-35","single",13332
1005074,"M","0-17","single",7027
1002052,"M","0-17","single",7997
1001697,"F","18-25","single",6122
1003921,"M","26-35","married",7150
1001422,"M","36-45","single",13123
1003080,"M","26-35","married",11830
1001749,"M","26-35","married",20942
1005763,"F","26-35","married",4340
1005678,"M","36-45","married",4272
1003080,"M","26-35","married",13686
1003045,"M","46-50","married",22852
1002497,"F","51-55","married",13487
1001962,"F","18-25","married",12827
1002056,"M","26-35","single",15509
1004016,"M","51-55","single",7922
1002743,"M","26-35","single",6892
1002900,"M","18-25","married",3672
1000705,"M","26-35","married",15581
1003507,"M","26-35","single",5904
1003507,"M","26-35","single",15831
1001333,"M","26-35","single",3056
1001737,"M","36-45","single",4622
1001611,"M","26-35","single",19254
1003693,"M","26-35","married",14857
1001605,"F","18-25","single",6943
1002739,"F","36-45","single",8599
1005580,"M","46-50","single",11605
1002641,"M","26-35","married",7791
1002854,"F","18-25","single",7740
1005177,"M","46-50","married",15414
1003451,"F","26-35","single",15896
1002085,"M","18-25","single",6886
1005387,"F","26-35","married",8576
1005014,"M","46-50","married",5959
1004401,"M","18-25","single",3884
1002138,"F","18-25","single",6064
1004277,"M","36-45","single",8139
1005000,"M","26-35","single",3865
1004635,"M","18-25","single",4579
1001322,"M","55+","single",8255
1000244,"M","51-55","married",8609
1000869,"M","18-25","married",15533
1003479,"M","18-25","single",7149
1001733,"M","18-25","married",4429
1004227,"M","26-35","single",18997
1001345,"F","26-35","married",3645
1002897,"M","26-35","married",7087
1001639,"M","26-35","single",3085
1001917,"M","18-25","single",19214
1005593,"M","51-55","married",4434
1001759,"M","26-35","married",9015
1003167,"M","26-35","single",15317
1005987,"M","26-35","married",8664
1002899,"M","36-45","married",8136
1001850,"M","18-25","married",8362
1003450,"M","26-35","single",6120
1000216,"M","46-50","single",3668
1003432,"M","26-35","single",15845
1002962,"M","36-45","single",11941
1001162,"F","36-45","single",14785
1003391,"M","18-25","single",9893
1005420,"F","0-17","single",4536
1000308,"M","26-35","married",1719
1002102,"M","26-35","single",3704
1001472,"M","26-35","single",15636
1005244,"M","18-25","single",15745
1004535,"M","18-25","single",20214
1004033,"M","26-35","single",15228
1004156,"M","55+","single",15815
1005344,"F","51-55","single",7845
1004079,"M","36-45","married",15568
1004148,"F","36-45","single",15533
1001899,"F","46-50","married",19214
1004483,"F","26-35","single",11715
1002410,"M","55+","married",9751
1000062,"F","36-45","single",6898
1002368,"F","55+","single",6931
1000754,"M","36-45","single",1790
1002523,"M","26-35","single",18964
1000749,"M","36-45","single",11626
1005510,"M","18-25","single",15683
1000749,"M","36-45","single",11790
1005291,"M","46-50","married",19124
1003589,"F","46-50","married",8336
1005367,"M","18-25","single",4012
1004682,"M","26-35","married",6865
1003192,"M","18-25","married",3475
1005387,"F","26-35","married",20402
1004637,"F","36-45","married",8824
1003099,"M","26-35","married",8255
1004055,"M","51-55","married",5821
1004342,"M","26-35","married",19529
1000343,"F","36-45","single",18875
